product1,product2,样本数,相关系数,p值,显著性,关系类型,簇
枝江红菜苔,龙牙菜,53,-0.25698504234086694,0.0632258021847837,No,无显著关联,1
圆茄子,大龙茄子,135,0.2569002666839939,0.002631427175550515,Yes,正相关,1
外地茼蒿,西峡花菇,90,0.2568188833978416,0.014546641525875812,Yes,正相关,1
红尖椒,青茄子,289,0.2567822932166874,9.836914014281313e-06,Yes,正相关,1
红尖椒(份),茶树菇(袋),37,-0.25670789509694597,0.12509608299718813,No,无显著关联,1
小白菜(份),洪湖藕带,22,0.2565300206830811,0.24915233162571426,No,无显著关联,1
外地茼蒿(份),小白菜(份),9,0.25649458802128855,0.5052793765760156,No,无显著关联,1
蔡甸藜蒿(份),鱼腥草,9,0.25649458802128855,0.5052793765760156,No,无显著关联,1
上海青,青梗散花,437,0.25629646038075193,5.5280132864446434e-08,Yes,正相关,0
随州泡泡青,青尖椒(份),13,0.2562922681289388,0.39798972623704953,No,无显著关联,1
金针菇(袋),黄白菜,559,-0.25618950026870846,7.923849009351197e-10,Yes,负相关,0
灯笼椒,豌豆尖,22,0.2559322442357344,0.25029556627806226,No,无显著关联,1
虫草花(份),西峡花菇,110,0.25574621322273955,0.007004114185739678,Yes,正相关,1
小皱皮,高瓜,60,0.2555467567175863,0.04876143736937844,Yes,正相关,1
紫螺丝椒,鲜木耳(份),8,0.25540472211939846,0.5415341651599487,No,无显著关联,1
西峡香菇(份),黄心菜,59,0.2553297838370499,0.05096830233573873,No,无显著关联,1
灯笼椒,青红杭椒组合装(份),47,0.2552916555303679,0.0832932130592705,No,无显著关联,1
红椒,红莲藕带,95,0.25470770415371796,0.012740273848914125,Yes,正相关,1
平菇,银耳(朵),37,0.2546632803071046,0.12823661409111392,No,无显著关联,1
豌豆尖,鲜木耳,22,0.25465838509316774,0.2527430513629401,No,无显著关联,1
本地黄心油菜,豌豆尖,11,0.2545454545454546,0.4500365768888285,No,无显著关联,1
海鲜菇(袋),黄白菜,709,-0.2544357515978314,6.138332730353942e-12,Yes,负相关,0
姬菇(份),黄心菜,90,0.25408590668374725,0.01566719097715643,Yes,正相关,1
杏鲍菇,鲜木耳(份),161,0.2539879236666129,0.0011495268312497167,Yes,正相关,1
油菜苔,组合椒系列,15,-0.2539474730965497,0.3610802031277077,No,无显著关联,1
本地上海青,杏鲍菇(袋),38,0.253945569474393,0.12393219185100078,No,无显著关联,1
紫苏,紫贝菜,17,-0.2538320526148749,0.32556513305101664,No,无显著关联,1
蔡甸藜蒿,青尖椒,213,0.25372060721849643,0.00018214951123251354,Yes,正相关,1
杏鲍菇(袋),青线椒,322,0.2536216937473847,4.046950033610146e-06,Yes,正相关,1
姬菇(份),青红杭椒组合装(份),67,0.2535841985179789,0.038397026939634635,Yes,正相关,1
杏鲍菇,牛首油菜,141,-0.2534427419071464,0.0024266110402846037,Yes,负相关,1
红椒,组合椒系列,173,0.25330606579926673,0.0007721800978680192,Yes,正相关,1
大龙茄子,红灯笼椒,103,0.25309101297642117,0.009897639464459932,Yes,正相关,1
青红杭椒组合装(份),马齿苋,20,0.25294104034872456,0.28194090119176013,No,无显著关联,1
本地黄心油菜,虫草花(份),72,0.2527091574011142,0.03221978556365016,Yes,正相关,1
红椒,面条菜,31,0.2526719147965509,0.17025715035109057,No,无显著关联,1
杏鲍菇,西峡花菇,155,0.25264998167353026,0.0015159002175535706,Yes,正相关,1
洪湖藕带,花茄子,39,-0.252644364916906,0.12072815774910696,No,无显著关联,1
蔡甸藜蒿(份),长线茄,11,-0.25243568730228344,0.45392974797563634,No,无显著关联,1
红尖椒(份),黄心菜,164,0.2523459293728434,0.0011148809593213172,Yes,正相关,1
小米椒,小青菜(份),7,0.25226248955475655,0.5852410907160581,No,无显著关联,1
茼蒿(份),马兰头,7,0.2522624895547565,0.5852410907160583,No,无显著关联,1
水果辣椒(份),苋菜(份),9,0.25200278204985027,0.5130221000303401,No,无显著关联,1
小白菜,灯笼椒,166,0.2517810131188181,0.0010666123678054742,Yes,正相关,1
平菇,马齿苋,42,-0.25176241795640547,0.10774872510724319,No,无显著关联,1
四川红香椿,黄心菜,86,0.251756003908701,0.01937048829457681,Yes,正相关,1
菜心(份),青茄子,178,0.25175239429911855,0.0006991850267655802,Yes,正相关,1
平菇,青杭椒,12,0.2517482517482518,0.42991878503288405,No,无显著关联,1
七彩椒,荸荠,94,0.2517122545407257,0.014391891344019298,Yes,正相关,1
白玉菇,黄心菜,46,0.2516170974962614,0.09163316190566652,No,无显著关联,1
保康高山大白菜,小皱皮(份),188,0.25149929210965377,0.0004985844317996275,Yes,正相关,3
上海青(份),蔡甸藜蒿,48,-0.25139078567679424,0.0847843354832887,No,无显著关联,1
杏鲍菇,虫草花(袋),139,0.251380540864886,0.0028352575835674707,Yes,正相关,1
红杭椒(份),随州泡泡青,14,-0.2513309303764882,0.386076426996412,No,无显著关联,1
水果辣椒(份),莲蓬(个),15,0.2512517742874399,0.3663737846910108,No,无显著关联,1
红莲藕带,野藕,28,0.25123152709359603,0.19719550756771598,No,无显著关联,1
紫苏,组合椒系列,24,-0.2509923745369707,0.23680108991745816,No,无显著关联,1
竹叶菜,紫茄子,638,0.25061449584770723,1.3581626119806344e-10,Yes,正相关,0
海鲜菇(份),青茄子,78,0.25042148582230506,0.027013807392164805,Yes,正相关,1
东门口小白菜,辣妹子,69,0.25024662943998427,0.03809311802447063,Yes,正相关,1
小米椒,黑皮鸡枞菌,16,-0.2501840265247356,0.35002518025763796,No,无显著关联,1
红尖椒(份),蟹味菇,20,0.25000210649743243,0.2877588715015456,No,无显著关联,1
枝江红菜苔,青杭椒,9,0.25,0.5164895523012263,No,无显著关联,1
小白菜,油菜苔,9,0.25,0.5164895523012263,No,无显著关联,1
冰草(盒),鲜木耳(份),5,-0.25,0.6850376424742926,No,无显著关联,1
木耳菜,枝江红菜苔,9,-0.25,0.5164895523012263,No,无显著关联,1
小青菜,本地上海青,7,0.25,0.5887244480896833,No,无显著关联,1
青红杭椒组合装(份),青茄子,156,0.24995481544032372,0.001649925041727664,Yes,正相关,1
水果辣椒(份),长线茄,78,-0.24985594691301585,0.027372837252459346,Yes,负相关,1
蟹味菇与白玉菇双拼(盒),青线椒(份),96,0.24969273678138812,0.014150266871013898,Yes,正相关,1
荸荠,长线茄,97,0.24957509969265898,0.013689476621516178,Yes,正相关,1
平菇,白菜苔,64,-0.24940476190476185,0.04687348750888687,Yes,负相关,1
姜蒜小米椒组合装(小份),红莲藕带,56,0.2493986220644569,0.06379008243798254,No,无显著关联,1
薄荷叶,蟹味菇与白玉菇双拼(盒),18,0.24937166801715802,0.3183172037885518,No,无显著关联,1
薄荷叶,马齿苋,10,-0.24924127290882647,0.4874104156153496,No,无显著关联,1
丝瓜尖,白玉菇(袋),14,0.249178226667682,0.39029376579785446,No,无显著关联,1
小米椒,灯笼椒,213,0.24884107770109784,0.000244249906320182,Yes,正相关,1
外地茼蒿,鱼腥草(份),20,0.2487024208957528,0.2903551693070075,No,无显著关联,1
枝江红菜苔,鱼腥草(份),78,0.2485677448782976,0.028205733514471233,Yes,正相关,1
紫贝菜,红尖椒,10,-0.24848484848484845,0.48877630451924314,No,无显著关联,1
牛排菇(盒),茼蒿(份),12,-0.24790998150998908,0.4372180332655474,No,无显著关联,1
随州泡泡青,青线椒,99,0.24786948510844806,0.013372922031456154,Yes,正相关,1
七彩椒(份),长线茄,8,-0.24777925220471797,0.5540790420423687,No,无显著关联,1
红灯笼椒(份),青茄子,8,0.24777925220471797,0.5540790420423687,No,无显著关联,1
荸荠,虫草花(份),58,0.24753926132246576,0.06100811720488588,No,无显著关联,1
洪山菜苔,红杭椒,8,-0.24743582965269675,0.554646423221937,No,无显著关联,1
洪山菜苔,青尖椒,8,-0.24743582965269675,0.554646423221937,No,无显著关联,1
圆茄子,杏鲍菇,380,0.24727932384555545,1.058277289765334e-06,Yes,正相关,1
水果辣椒(份),红尖椒(份),64,0.24713549564102621,0.048979197562358676,Yes,正相关,1
枝江红菜苔,青红杭椒组合装(份),83,0.24693993511474535,0.02441166853307241,Yes,正相关,1
杏鲍菇,洪湖莲藕(粉藕),332,0.24689452196730552,5.305440901574016e-06,Yes,正相关,1
本地黄心油菜,黄心菜,112,0.24683090169815833,0.008699716517267362,Yes,正相关,1
杏鲍菇,红椒,699,0.2468177602354443,3.678779948032736e-11,Yes,正相关,1
虫草花(份),鱼腥草(份),95,0.24674275026876158,0.0159302577635663,Yes,正相关,1
红尖椒(份),蟹味菇(盒),13,-0.24670139756906792,0.41647962028379504,No,无显著关联,1
上海青(份),荸荠,81,0.24663531478152956,0.026444124778236433,Yes,正相关,1
白蒿,青线椒(份),14,0.24608294979908335,0.396400058414319,No,无显著关联,1
水果辣椒(份),面条菜,9,0.24579802006254378,0.523794577347421,No,无显著关联,1
红尖椒(份),高瓜,135,0.24577747211184742,0.004061680177329225,Yes,正相关,1
西峡花菇,青线椒(份),114,0.24520527997815048,0.008551197857176713,Yes,正相关,1
小青菜,红薯尖(份),23,-0.2451515062636685,0.25955144039293565,No,无显著关联,1
小皱皮,小米椒,69,0.24501726374248703,0.04244532817938433,Yes,正相关,1
枝江红菜苔(份),菜心(份),46,0.24489608193570392,0.10093431719453337,No,无显著关联,1
苋菜(份),鲜木耳(份),31,0.24487667944711936,0.18427495248742667,No,无显著关联,1
本地黄心油菜,青红杭椒组合装(份),67,-0.2448441935203047,0.045833012770665996,Yes,负相关,1
姜蒜小米椒组合装(小份),紫苏,40,-0.24480084060887047,0.12790092897432337,No,无显著关联,1
姬菇(份),西峡花菇,14,0.24449398516922924,0.39955406085223966,No,无显著关联,1
红椒,黑皮鸡枞菌,16,0.244297343547683,0.3618491054055737,No,无显著关联,1
甜白菜,竹叶菜,197,0.24428678498981385,0.0005412370546226378,Yes,正相关,0
娃娃菜,菠菜(份),177,0.24398353007174883,0.0010656651374900384,Yes,正相关,3
白菜苔,红尖椒(份),21,0.24383778656700664,0.28680083043187954,No,无显著关联,1
茼蒿,蟹味菇与白玉菇双拼(盒),48,0.24380366261638456,0.09493901999453692,No,无显著关联,1
小青菜(份),黄心菜,158,0.24373371993375675,0.002028440709943627,Yes,正相关,1
木耳菜,野藕,41,0.2436517272227116,0.1247533375614976,No,无显著关联,1
本地黄心油菜,菜心(份),93,0.24348913883120957,0.018678783107456846,Yes,正相关,1
紫苏(份),高瓜,21,-0.24311589644722764,0.2882747900006914,No,无显著关联,1
海鲜菇(份),黄心菜,150,0.24309185104751252,0.002722529620100135,Yes,正相关,1
外地茼蒿,苋菜(份),13,0.24305089747054787,0.42362919370839347,No,无显著关联,1
红薯尖(份),鲜木耳,15,0.24296911175404048,0.3829021946482368,No,无显著关联,1
本地小毛白菜,银耳(朵),8,0.24263448601342855,0.5626003062462999,No,无显著关联,1
牛首油菜,虫草花,22,-0.24230444343804777,0.2772750675599294,No,无显著关联,1
小白菜(份),白玉菇(袋),19,-0.24202165701839579,0.31814709028593113,No,无显著关联,1
双孢菇,荸荠,50,0.24197459729897303,0.09045466368749508,No,无显著关联,1
海鲜菇(包),白玉菇(袋),43,0.24197028379308885,0.11798633187026857,No,无显著关联,1
海鲜菇(袋),菠菜,593,0.24194942225602734,2.3970897024341518e-09,Yes,正相关,0
东门口小白菜,平菇,244,-0.2417978888802692,0.00013653485148837978,Yes,负相关,1
杏鲍菇,西峡香菇(份),61,0.24176681869142433,0.06049791464938153,No,无显著关联,1
槐花,萝卜叶,11,-0.2414584852164488,0.47443476075216384,No,无显著关联,1
和丰阳光海鲜菇(包),长线茄,18,0.24127066607386305,0.3348010294571956,No,无显著关联,1
七彩椒(份),青茄子,10,0.2412090756622109,0.5019976438144741,No,无显著关联,1
七彩椒(份),青尖椒,10,0.2412090756622109,0.5019976438144741,No,无显著关联,1
白菜苔,银耳(朵),10,-0.24120907566221086,0.5019976438144741,No,无显著关联,1
姜蒜小米椒组合装(小份),平菇,8,-0.24098134635593993,0.565348061025451,No,无显著关联,1
杏鲍菇(袋),茼蒿,198,0.24093835131520222,0.0006277081588357015,Yes,正相关,1
姬菇(份),长线茄,44,0.24093779562903803,0.11514094728483835,No,无显著关联,1
灯笼椒,竹叶菜(份),22,-0.24092472284168479,0.28010457460069305,No,无显著关联,1
杏鲍菇,苋菜(份),44,0.24078687984565872,0.11537569283957812,No,无显著关联,1
四川红香椿,红灯笼椒,44,-0.24073291050035234,0.11545972872400154,No,无显著关联,1
七彩椒,随州泡泡青,31,-0.24072580645161293,0.19206063349311017,No,无显著关联,1
平菇,蟹味菇(盒),16,0.24064448019451185,0.36929644074278256,No,无显著关联,1
四川红香椿,蟹味菇与白玉菇双拼(盒),31,0.24052442570462207,0.19244409397591103,No,无显著关联,1
奶白菜(份),小米椒(份),239,0.2405241443031506,0.0001739098895627161,Yes,正相关,3
本地黄心油菜,荸荠,18,0.24045407636738902,0.33648964736439546,No,无显著关联,1
茼蒿,面条菜,18,0.24045407636738902,0.33648964736439546,No,无显著关联,1
菜心(份),蟹味菇,24,0.24021335712086753,0.25821028539209423,No,无显著关联,1
海鲜菇,蔡甸藜蒿,95,0.240141098907184,0.019076570238181486,Yes,正相关,1
牛排菇(盒),青线椒,19,0.24012283791152506,0.3220757655603011,No,无显著关联,1
白菜苔,蔡甸藜蒿,50,0.23985594237695076,0.09339983618891168,No,无显著关联,1
小青菜(份),白玉菇(袋),114,0.23984548809084844,0.010162256062013077,Yes,正相关,1
水果辣椒(份),豌豆尖,12,-0.23977862344883674,0.45287711724347746,No,无显著关联,1
槐花,青线椒,14,0.23956043956043957,0.4094298928517326,No,无显著关联,1
上海青(份),紫螺丝椒,8,0.23952525238265177,0.5677721522592929,No,无显著关联,1
长线茄,鲜木耳(份),44,0.23951529542073577,0.11736803352601456,No,无显著关联,1
七彩椒,本地黄心油菜,40,0.2394445529116496,0.13672364377657606,No,无显著关联,1
苋菜(份),青红杭椒组合装(份),39,0.23935550142331205,0.14222096769686957,No,无显著关联,1
大白菜,金针菇,433,0.23930236992605056,4.6905506977212786e-07,Yes,正相关,0
海鲜菇(袋),西峡香菇,599,0.2391202895648048,3.0982973765332574e-09,Yes,正相关,0
东门口小白菜,大龙茄子,100,0.23909006082631423,0.01658882785507135,Yes,正相关,1
小白菜(份),青杭椒(份),36,0.23896350597967278,0.16043473158885846,No,无显著关联,1
双孢菇(盒),小皱皮(份),262,0.23893948047944585,9.391256072917809e-05,Yes,正相关,3
圆茄子,蟹味菇,38,0.23876110913861853,0.1488430437753324,No,无显著关联,1
红灯笼椒,银耳(朵),70,0.238585872745842,0.046697260922376874,Yes,正相关,1
平菇,蟹味菇(袋),97,0.23837981965254854,0.018706053638854386,Yes,正相关,1
白玉菇(盒),红杭椒(份),6,0.23836564731139806,0.6492232803769766,No,无显著关联,1
青红杭椒组合装(份),高瓜,165,0.2383552746936049,0.0020491620092692843,Yes,正相关,1
高瓜,鲜粽叶,8,-0.2380952380952381,0.5701563208157683,No,无显著关联,1
小皱皮,小青菜(份),8,-0.2380952380952381,0.5701563208157683,No,无显著关联,1
外地茼蒿,蒲公英,8,0.2380952380952381,0.5701563208157683,No,无显著关联,1
蟹味菇与白玉菇双拼(盒),高瓜,90,0.23799212842843834,0.023896372677684446,Yes,正相关,1
虫草花,黄心菜,77,0.23791025106961364,0.03720339324975654,Yes,正相关,1
白玉菇(袋),青线椒,462,0.23790069129041624,2.2901412252804233e-07,Yes,正相关,1
小米椒,马齿苋,40,0.23789868667917452,0.13935183135382936,No,无显著关联,1
小青菜,红线椒,12,0.2377622377622378,0.4568008526399232,No,无显著关联,1
和丰阳光海鲜菇(包),木耳菜,18,0.2375104376997558,0.34261768675527493,No,无显著关联,1
海鲜菇(包),牛首油菜,48,0.23748917611007378,0.10408806527712144,No,无显著关联,1
红椒,青茄子,846,0.2374091228281574,2.6461339416253343e-12,Yes,正相关,1
小青菜(份),鱼腥草(份),87,0.23739641021444766,0.02682789216724746,Yes,正相关,1
鲜木耳(份),黄心菜,155,0.23710541704924717,0.002972932876407244,Yes,正相关,1
杏鲍菇,红薯尖(份),39,0.23707898430850183,0.14616891145493877,No,无显著关联,1
姜蒜小米椒组合装(小份),鲜木耳(份),169,0.23707313302460029,0.0019128325041088648,Yes,正相关,1
红薯尖(份),鲜木耳(份),29,-0.23694330875516736,0.215876513432473,No,无显著关联,1
青红尖椒组合装(份),鱼腥草(份),12,-0.2368421052631579,0.4585966776314204,No,无显著关联,1
小皱皮,木耳菜,53,-0.23682141638049017,0.08775581384977096,No,无显著关联,1
菜心(份),虫草花(份),97,0.2367971917653318,0.01952955217328743,Yes,正相关,1
小皱皮,海鲜菇,43,-0.2367954092373629,0.12630119516768606,No,无显著关联,1
白玉菇(袋),虫草花,71,0.23675863430451483,0.04682115126359514,Yes,正相关,1
红尖椒,虫草花(份),19,0.2365446735150072,0.3295567568584974,No,无显著关联,1
海鲜菇,青尖椒,315,0.23654031568021594,2.2170192761240054e-05,Yes,正相关,1
姬菇,紫苏,18,-0.23644814715262344,0.3448448554112168,No,无显著关联,1
外地茼蒿,紫苏(份),19,-0.23639448585188375,0.32987297670331495,No,无显著关联,1
紫白菜,荸荠,10,-0.23636363636363633,0.5108853175152002,No,无显著关联,1
茼蒿,虫草花(份),132,0.23632550150394813,0.006369949451239075,Yes,正相关,1
海鲜菇,随州泡泡青,27,-0.23626373626373626,0.23544081404686223,No,无显著关联,1
姬菇,红尖椒,99,0.23625996450194497,0.018555841101840567,Yes,正相关,1
水果辣椒(份),马齿苋,16,0.2361503087565033,0.3785740027858263,No,无显著关联,1
杏鲍菇,随州泡泡青,87,0.23613250102519703,0.027673831966230997,Yes,正相关,1
长线茄,鲜木耳,63,-0.23612861549920486,0.06244495220959027,No,无显著关联,1
姬菇,小青菜,61,0.23604537401835055,0.0670397418243552,No,无显著关联,1
灯笼椒,白玉菇(袋),231,0.23581564704018984,0.0002994548871816545,Yes,正相关,1
红尖椒(份),青尖椒(份),157,0.2357582043215445,0.0029543118667928114,Yes,正相关,1
大龙茄子,高瓜,137,-0.23571058539369125,0.005557210950602362,Yes,负相关,1
水果辣椒,菌菇火锅套餐(份),4,0.23570226039551584,0.7642977396044842,No,无显著关联,1
姬菇(份),本地黄心油菜,39,0.23546942519662536,0.14900833458109256,No,无显著关联,1
杏鲍菇,黑皮鸡枞菌,16,-0.23546731908210405,0.37999498730194725,No,无显著关联,1
云南生菜(份),娃娃菜,223,0.23546260509839603,0.00039047360563918313,Yes,正相关,3
